folio,curso,materia,Pregunta_número,Pregunta,Respuesta_a,Respuesta_b,Respuesta_c,Respuesta_d,Respuesta_seleccionada,Respuesta_correcta
263051655,ECOEMS 2026,Formación Cívica y Ética,22,"Daniel, al igual que la mayoría de sus compañeros de grupo, está por cumplir quince años de edad y a diferencia de ellos su estatura es similar a la de los alumnos de primer año; además su complexión es delgada, por lo que aparenta tener una edad menor. Esta semana, por fin, su mamá accedió a comprarle unos pantalones que están de moda, pero en la tienda le dijeron que sólo los fabrican en tallas más grandes, y la de él todavía es infantil. Esta situación le pareció injusta... ¿Cuál es la razón por la que a Daniel le pareció injusta la situación?",Porque su mamá ahora ya no va a querer comprarle otra prenda de vestir.,Porque es injusto que los fabricantes excluyan de la moda a los de talla chica.,Porque está desarrollando su sentido de pertenencia por edad y se siente excluido.,Porque cree que debió alimentarse mejor para tener una buena estatura.,Respuesta_b,Respuesta_c
263051655,ECOEMS 2026,Formación Cívica y Ética,23,"Los vecinos de la comunidad Norte quieren desviar un tramo del arroyo para dar de beber a su ganado, y los de la comunidad Sur se niegan porque se aproxima la época de sequía y no hay suficiente agua para el consumo humano... ¿Cuál de los procedimientos ejemplifica el respeto a los derechos humanos como principio en la solución de este conflicto?","La autoridad apoyará a la comunidad que tenga mayor población, ya que significan más votos para su partido.",La autoridad apoyará a la comunidad que esté al corriente con el pago de sus impuestos.,"La autoridad apoyará a la comunidad Sur, porque en ésta la prioridad es la población, mientras que en la Norte la prioridad es el ganado.",La autoridad apoya a la comunidad Norte al mismo tiempo que se compromete a dotar de agua potable mediante pipas a la comunidad Sur.,Respuesta_c,Respuesta_d
263051655,ECOEMS 2026,Formación Cívica y Ética,24,¿En cuál de las siguientes situaciones se aprecia una manifestación de la identidad nacional?,La conmemoración de acontecimientos cívicos que permiten reconocer la conquista de mejores condiciones de vida para la población.,La compra e intercambio de obsequios en fechas específicas para fortalecer los lazos afectivos entre la familia y las amistades.,Los rituales que se llevan a cabo cuando nace o muere algún integrante de la familia.,El consumo de bebidas gaseosas y frituras en todos los lugares del país.,Respuesta_a,Respuesta_a
263051655,ECOEMS 2026,Formación Cívica y Ética,25,Una manifestación de la pluriculturalidad de México es:,La variedad de paisajes que se aprecian en el territorio.,"La diversidad de flores y frutos que se cultivan, comercian y consumen.",La amplia gama de actividades laborales en las que se ocupa la población.,"Los diferentes estilos de vestimenta, peinado y calzado para todas las edades.",Respuesta_d,Respuesta_d
263051655,ECOEMS 2026,Formación Cívica y Ética,26,Es un rasgo de identidad y pertenencia a la humanidad:,"Los habitantes de todo país tienen un idioma oficial, aun cuando haya quienes hablan dos o más.",Personas de todo el mundo se solidarizan para atender las necesidades básicas de los damnificados por catástrofes naturales o sociales.,En cada país se conmemoran acontecimientos históricos que les han permitido mejorar sus condiciones de vida.,La humanidad de todo tiempo y lugar ha tenido interés por conocer el mundo social y natural en que se desenvuelve.,Respuesta_a,Respuesta_a
263051655,ECOEMS 2026,Formación Cívica y Ética,27,Es un ejemplo del compromiso de la sociedad con el respeto a los derechos humanos:,"Se reprende severamente a las niñas, niños y adolescentes para que aprendan a reconocer la autoridad de las personas adultas.","A las personas adultas mayores no se les da trabajo porque las jóvenes tienen mayor necesidad, pues requieren forjar su propio patrimonio.",Exigen que quienes cometen un delito sean juzgados conforme a lo que se establece en la ley.,Se otorgan mayores beneficios a quienes más tienen como reconocimiento a su esfuerzo.,Respuesta_c,Respuesta_c
263051655,ECOEMS 2026,Formación Cívica y Ética,28,¿A qué organismo debería recurrir una persona de un país latinoamericano cuyos derechos humanos fueron violados debido a que fue víctima de tortura y no recibió el apoyo necesario por parte de las autoridades de su país?,Corte Interamericana de Derechos Humanos.,Tribunal de Justicia de las Comunidades Europeas.,Comisión Nacional de Derechos Humanos.,Comité para la Eliminación de la Discriminación contra la Mujer.,Respuesta_d,Respuesta_a
263051655,ECOEMS 2026,Formación Cívica y Ética,29,"Los habitantes de una comunidad enfrentan un conflicto con los de otra porque ambos reclaman la titularidad de una zona de pastizales donde pacen sus rebaños. Una Organización de la Sociedad Civil (OSC), interesada por la defensa de los derechos humanos, les ha ofrecido intervenir como mediadora. Tú les recomiendas que acepten porque una OSC:",Promueve la lectura y el análisis de documentos legales y literarios acerca de los derechos humanos.,Defiende los derechos individuales y colectivos en favor del bien común.,Promueve la participación de la ciudadanía en los procesos democráticos.,Se preocupa por mejorar y defender los intereses del pueblo trabajador.,Respuesta_b,Respuesta_b
263051655,ECOEMS 2026,Formación Cívica y Ética,30,"¿Cuál de los siguientes instrumentos legales obliga a los Estados parte a diseñar políticas que regulen las acciones de las instancias públicas y privadas en favor de los derechos humanos de niñas, niños y adolescentes?",Convención sobre los Derechos del Niño.,Reglas mínimas de las Naciones Unidas para la administración de la justicia de menores.,Convención Interamericana sobre Restitución Internacional de Menores.,"Ley para la protección de los derechos de niñas, niños y adolescentes.",Respuesta_a,Respuesta_d
263051655,ECOEMS 2026,Formación Cívica y Ética,31,"En días pasados, después de haber propuesto a varios candidatos, se eligió a la persona que representará a los estudiantes de cada grupo escolar mediante votación universal, libre, directa y secreta. Este procedimiento es similar a uno de los derechos políticos que nuestra Constitución otorga a la ciudadanía porque:",Todos tuvieron las mismas condiciones para votar y ser votados.,Existió la libertad de expresar directamente las inconformidades.,Pudieron reunirse previamente entre amigos para acordar por quién votar.,Hubo libertad para expresar opiniones en contra y a favor de los candidatos.,Respuesta_c,Respuesta_d
263051655,ECOEMS 2026,Formación Cívica y Ética,32,"¿En cuál de los siguientes casos se aplica el lema ""Sufragio efectivo, No reelección""?","Antes de iniciar un encuentro deportivo, los capitanes de cada equipo lanzan una moneda al aire para saber quién comienza el juego.",El jefe de personal hace saber a los nuevos empleados que semestralmente cambiarán de área de trabajo para no caer en la rutina.,"Cada tres años, los habitantes de la comunidad eligen por votación a los nuevos integrantes del Comité de Participación Ciudadana.","Los condóminos deciden, por votación, la permanencia del actual comité de administración porque ha cumplido muy bien con sus responsabilidades.",Respuesta_b,Respuesta_c
263051655,ECOEMS 2026,Formación Cívica y Ética,33,"Julieta cumplió la mayoría de edad, ya tramitó su credencial de elector y, además de emitir su voto, tiene interés en participar como observadora ciudadana en la próxima jornada electoral en que se elegirá a los presidentes municipales de su entidad. La participación ciudadana que Julieta desea ejercer le permitirá:",Ser de las primeras personas en saber cuál fue el candidato y partido político que obtuvo la mayoría de votos.,Sustituir al secretario de la casilla electoral en caso de que se cometan errores en el llenado de las actas de apertura.,"Orientar a los votantes para que emitan su voto en favor del candidato que ella, después de haber analizado sus propuestas, percibe como el mejor.","Vigilar que los integrantes de la casilla electoral, los votantes y representantes de partido cumplan las normas electorales el día de la votación.",Respuesta_c,Respuesta_c
263051655,ECOEMS 2026,Formación Cívica y Ética,34,¿Cuál de las siguientes opciones define de la mejor manera en qué consiste la soberanía del Estado mexicano?,Los mexicanos pueden discutir a través de sus representantes la conveniencia de modificar una ley para garantizar un mejor bienestar e incluso modificar la forma de gobierno.,Cuando las autoridades o la población enfrenten un conflicto grave pueden solicitar la intervención de expertos internacionales para que ayuden a solucionarlo.,Los mexicanos pueden hacer lo que más les agrade o lo que mejor les convenga sin necesidad de autorización alguna.,El presidente del país tiene el poder de cambiar o modificar las leyes que le impidan gobernar como lo tiene previsto.,Respuesta_a,Respuesta_b
263051655,ECOEMS 2026,Formación Cívica y Ética,35,En una nota periodística se informa que un local comercial fue clausurado porque no atendieron de manera inmediata a la hija de un importante funcionario del gobierno. Este suceso no se apega al principio de legalidad porque:,En la ley no está prohibido atender con lentitud a los clientes.,Se omitieron algunos procedimientos señalados en la ley para llevar a cabo la clausura.,También debieron clausurar otros locales donde no atienden inmediatamente a los clientes.,En la ley se establece claramente que se debe atender de manera inmediata a los clientes.,Respuesta_b,Respuesta_a
263051655,ECOEMS 2026,Formación Cívica y Ética,36,"Al inicio del ciclo se elaboró el reglamento escolar con la participación de estudiantes, maestros, directivos y padres de familia. Meses después, una parte del alumnado manifestó su desacuerdo con la aplicación del reglamento porque considera que algunos artículos son injustos. Tomando en cuenta las características de los procedimientos de participación ciudadana democrática. Tomando en cuenta las características de los procedimientos de participación ciudadana democrática, ¿cuál convendría promover a nivel escolar para atender la inquietud del alumnado?","La iniciativa popular, porque pueden hacer propuestas de nuevos artículos o modificar los actuales.","El referéndum, porque pueden expresar su opinión acerca de qué artículos consideran justos o injustos.","El plebiscito, porque todos pueden expresar su opinión acerca de la conveniencia de aplicar o no el reglamento escolar.","La representatividad, porque pueden votar y crear una comisión que analice y decida conservar, eliminar o modificar los artículos injustos.",Respuesta_c,Respuesta_d
263051655,ECOEMS 2026,Formación Cívica y Ética,37,"La mamá de Dulce recibió la invitación del Consejo de Participación Ciudadana de su comunidad para formar parte del Comité de Salud. Ella dice que no quiere involucrarse en política, porque eso es pura palabrería y corrupción. Dulce intenta convencerla de que participe... ¿Qué argumento le sugerirías utilizar para que le explique la importancia de su participación como ciudadana?",Tendrá posibilidad de participar en el diseño de los programas y proyectos de salud que más le interesen.,Tendrá oportunidad de participar en la elección de los gobernantes y en la designación de los responsables de la salud.,"Tendrá oportunidad de participar en la solicitud, ante las autoridades de salud, de los programas y proyectos que más convenga poner en marcha en su comunidad.",Tendrá oportunidad de decidir a quiénes de sus vecinos incluir en los proyectos y programas que la autoridad en materia de salud tenga a bien desarrollar en la comunidad.,Respuesta_b,Respuesta_c
263051655,ECOEMS 2026,Formación Cívica y Ética,38,"Los siguientes son ejemplos de cómo la autoridad da cumplimiento a la rendición de cuentas, excepto:",Dan a conocer los criterios y procedimientos que llevaron a cabo para diseñar y poner en marcha los proyectos que les corresponde ejecutar.,Difunden públicamente su declaración de situación patrimonial que presentan ante la Secretaría de la Función Pública (SFP).,Comparten a través de las redes sociales qué lugares visitan y con quiénes viajan en sus periodos de descanso.,Informan periódicamente en qué se gastan el recurso que se les asigna para desarrollar sus acciones gubernamentales.,Respuesta_c,Respuesta_c
263051655,ECOEMS 2026,Formación Cívica y Ética,39,"Las siguientes son algunas de las características más sobresalientes de las organizaciones civiles como forma de organización colectiva, excepto:",Su organización interna es democrática y plural.,Responden a intereses políticos del partido en turno.,Sus miembros tienen una elevada actitud de servicio en favor del bienestar colectivo.,Buscan el diálogo con el gobierno y los sectores independientes en un ambiente de tolerancia y respeto mutuo.,Respuesta_d,Respuesta_b
263051655,ECOEMS 2026,Formación Cívica y Ética,40,"La persona que asiste a la odontóloga solicitó al paciente en turno que, antes de entrar a consulta, llene un formato con sus datos de identificación personal, sus antecedentes de salud y los de sus familiares directos, así como la relación de sus padecimientos y los tratamientos médicos que ha tomado. Solicitar esta información no afecta su derecho a la privacidad siempre y cuando en el Aviso de privacidad se establezca primordialmente:",Con qué finalidad se emplearán esos datos.,Con qué instancias es probable que se compartan los datos.,Quién es el responsable de garantizar el buen uso de los datos.,Cómo se puede corregir o cancelar alguno de los datos que se solicitan.,Respuesta_c,Respuesta_a
263051655,ECOEMS 2026,Formación Cívica y Ética,41,Varias comunidades de nuestro país carecen de servicio de energía eléctrica y de receptores de señal satelital lo que impide a la población hacer uso de los medios de comunicación y tecnologías de la información. Estas circunstancias afectan a la población adolescente en su desempeño como estudiantes porque:,Limita el acceso a fuentes de información para complementar lo que presentan sus libros.,Les impide establecer comunicación con sus familiares que viven en lugares lejanos.,Anula su posibilidad de ampliar su número de amistades.,Les impide participar en actividades recreativas dentro de casa.,Respuesta_b,Respuesta_a
263051655,ECOEMS 2026,Formación Cívica y Ética,42,"Durante la transmisión de programas de televisión para público adolescente y al abrir ciertas direcciones de sitios de internet se muestra un comercial en el que se observa el rostro de una persona de edad adolescente de cabello castaño, lacio, brillante; su mirada y gestos muestran seguridad; enseguida se aprecia que va caminando con firmeza mientras los demás la observan con admiración. El motivo es el producto que utilizó para lavar su cabello. Este tipo de publicidad es engañosa porque:",La seguridad de una persona no se aprecia en la manera de mirar.,"No todas las personas de cabello castaño, lacio y brillante caminan con firmeza.","No es verdad que se voltee a mirar a las personas de cabello castaño, lacio y brillante.",No hay relación entre el producto para el cabello y la seguridad de la persona.,Respuesta_a,Respuesta_d
263051655,ECOEMS 2026,Formación Cívica y Ética,43,"En un comercial televisivo se observa a un padre con su hija e hijo sentados ante la mesa disponiéndose a comer un rico postre. Sin embargo, no pueden hacerlo porque están esperando a la mamá que está en la cocina frente a un montón de trastes sumamente sucios. Ella utiliza un producto limpiador y desengrasante muy efectivo que le facilita el lavado y le permite reunirse con los demás integrantes de la familia para compartir el postre. Una postura ética que se puede asumir en familia para contrarrestar el estereotipo de género presente en este comercial es:",Proponer que en nuestra familia sean los hombres quienes se encarguen de lavar los trastos.,Comprometerse a cambiar de canal cada que aparezca en la pantalla este tipo de comerciales.,Organizarse para que alternadamente cada integrante de la familia participe en el lavado de los trastos.,Hacer notar a los integrantes de nuestra familia que cualquier tipo de producto limpiador es igualmente efectivo.,Respuesta_c,Respuesta_c
263051655,ECOEMS 2026,Formación Cívica y Ética,44,"Los siguientes son ejemplos de programas que muestran cómo expresan los medios de comunicación su compromiso con el respeto y valoración de las distintas formas de identidad adolescente, EXCEPTO:","Se entrevista a adolescentes de distintos lugares para que, compartan sus preferencias musicales, además de sus rostros se aprecia su vestimenta cotidiana e imágenes de la comunidad donde viven.","Estudiantes de educación media participan en un concurso en el que ponen en juego su talento y conocimientos para hacer frente a una serie de desafíos matemáticos, sociales, científicos, deportivos, artísticos y culturales.",Un grupo de adolescentes de similar condición socioeconómica y edad aceptan convivir en una casa en la que se han colocado videocámaras para que el público pueda observar la manera en que interactúan cotidianamente durante las 24 horas del día durante varias semanas.,"Adolescentes con habilidades, condiciones económicas, familiares, culturales e intereses personales distintos coinciden como estudiantes en un aula escolar. Las actividades que comparten dentro o fuera de la escuela dan lugar a conflictos que resuelven con mayor o menor dificultad.",Respuesta_d,Respuesta_c
263051655,ECOEMS 2026,Formación Cívica y Ética,45,"Durante la clase los equipos se integraron al azar. Los compañeros de Ceci muestran apatía hacia el trabajo que les corresponde realizar. ¿Cuál de las siguientes acciones da cuenta de una alternativa que favorece el bienestar socioafectivo de Ceci, en relación con la valoración de las capacidades, potencialidades y aspiraciones personales?","Se esfuerza por realizar individualmente el trabajo. Al momento de entregarlo, incluye a todos los integrantes del equipo sin importarle que no hayan colaborado. De esa forma, mantiene el aprecio de sus compañeros.","Deja pasar el tiempo en espera de que alguien tome la iniciativa para la realización del trabajo. Cuando quedan unos cuantos días, al ver que nadie tiene interés en trabajar toma la decisión de cambiarse de equipo.","Por un par de días trata de animar a sus compañeros para organizarse y distribuirse ciertas actividades, al no lograrlo solicita a su maestro que reintegre los equipos tomando en consideración la afinidad entre compañeros.","Asume el liderazgo del equipo, identifica y distribuye actividades que se pueden realizar individualmente y las que requieren de concretarse colectivamente. Cuando entrega el trabajo incluye únicamente a quienes participaron.",Respuesta_d,Respuesta_d
263051655,ECOEMS 2026,Formación Cívica y Ética,46,"El parque de la comunidad carece de alumbrado, los tableros y porterías de las canchas están maltratadas, la maleza ha invadido los andadores peatonales, los juegos de piso ya casi no se notan. Ante esta situación niños y adolescentes prefieren jugar o platicar entre las calles. Es importante que los espacios físicos destinados a la recreación se encuentren en buenas condiciones porque...",Los adolescentes pueden emplear el tiempo libre en actividades deportivas y recreativas.,Significa que las autoridades se preocupan por el buen estado de los parques.,La comunidad no gastaría en el mantenimiento de los parques.,En las calles los juegos se interrumpen constantemente.,Respuesta_b,Respuesta_a
263051655,ECOEMS 2026,Formación Cívica y Ética,47,"Carlos y Francisco son primos, el primero tiene habilidad para la comprensión y resolución de problemas matemáticos, al segundo le gusta leer y analizar aspectos relacionados con las condiciones y problemáticas sociales. En cuanto a las actividades físicas, Francisco prefiere el voleibol y Carlos el basquetbol. Recientemente han coincidido en su afición por correr, así que procuran inscribirse en las mismas competencias. Ambos reconocen que tener habilidades e intereses particulares no les impide compartir aficiones similares. Lo anterior permite afirmar que ellos gozan de una adecuada autoestima porque:",Se preocupan por asumir el control y la responsabilidad de su salud física y emocional.,Realizan actividades intelectuales y deportivas encaminadas a ganar competencias deportivas.,Reconocen y valoran los alcances personales y los medios con los que cuentan para lograr sus metas.,Reconocen conocimientos y habilidades que dominan y les permiten realizar ciertas actividades con entusiasmo.,Respuesta_d,Respuesta_c
263051655,ECOEMS 2026,Formación Cívica y Ética,48,¿Por qué el aprendizaje de idiomas es una herramienta para desenvolverse en un mundo cada vez más globalizado?,Se facilita la comunicación con personas de otros países.,Se adquiere popularidad tanto en el país de origen como en el extranjero.,Se conocen personas interesantes durante los cursos de idiomas.,Se adquiere la posibilidad de viajar a otros países.,Respuesta_b,Respuesta_a
263051655,ECOEMS 2026,Formación Cívica y Ética,49,"Especialistas de la ONU afirman que en diversas partes del mundo se promueve el matrimonio infantil por costumbres étnicas o religiosas, violando, especialmente, los derechos de los niñas, pues las obligan a asumir responsabilidades para las cuales no están física ni psicológicamente preparadas. Esta situación es una de las problemáticas sociales que afectan la vida de los adolescentes porque:",Hay pocas opciones laborales para adolescentes que les permitan cubrir los gastos que se generan al iniciar una nueva familia.,"Se vulneran sus derechos básicos como seguridad, integridad, libertad y dignidad humana, entre otros.",Se les involucra en responsabilidades adultas sin tener un respaldo legal para participar en la toma de decisiones colectivas.,No se les toma en cuenta para expresar su acuerdo o desacuerdo con las tradiciones que influyen en la identidad personal.,Respuesta_b,Respuesta_b
263051655,ECOEMS 2026,Formación Cívica y Ética,50,La siguiente situación ejemplifica la participación de los adolescentes para solucionar problemas cuyos resultados benefician a la comunidad en el marco del respeto a la ley y los derechos humanos:,"Promueven la organización de una ceremonia para entregar reconocimientos a los profesores con mayor antigüedad en el servicio, así dan muestra de su aprecio.","Para no entretenerse a la hora de salida, deciden organizarse durante la clase utilizando mensajes de texto a través del celular, sin que se de cuanta el maestro.",Deciden nombrar representante de grupo a quien aportó mayores apoyos económicos para la compra de uniformes y balones para los integrantes del equipo de futbol.,Se organizan para elaborar un oficio dirigido al director del plantel para solicitar su intervención en la construcción de rampas que faciliten la movilidad de un compañero que requiere usar silla de ruedas.,Respuesta_d,Respuesta_d
264476043,ECOEMS 2026,Formación Cívica y Ética,1,¿Cuál de las siguientes situaciones presenta un asunto privado que repercute en el bienestar colectivo?,"Francisco tuvo un problema de salud que le impidió ir a clases, pero se comunicó con sus compañeros via internet para preparar la presentación del tema de equipo",Laura ha organizado sus actividades escolares y familiares para poder invertir semanalmente dos tardes en aprender a tocar la guitarra,"Kevin es un excelente estudiante, su equipo favorito de fútbol americano se clasificó para las finales, y el de fútbol soccer por fín ganó la copa nacional","Bryan acordó con su novia que únicamente se verían los sábados por la tarde, pues deben dedicar más tiempo a estudiar porque ambos desean tener un buen desempeño escolar",Respuesta_a,Respuesta_a
264476043,ECOEMS 2026,Formación Cívica y Ética,2,Las siguientes situaciones están relacionadas con un aspecto educativo. ¿Cuál de ellas debe ser considerada un asunto de interés público?,Alejandra estudiará una licenciatura en negocios internacionales porque planea montar su propia empresa relacionada con productos agrícolas de su comunidad.,"Jorge vive en situación de calle, trabaja como limpiaparabrisas y no acude a la escuela porque dice que prefiere comer a estudiar.","Karla, quien estudió una carrera técnica en preparación de alimentos, montó un pequeño restaurante donde trabajan varios de sus compañeros de la secundaria.","Una empresa solicita personal para el manejo de máquinas de coser, ésta es una oportunidad para quienes cursaron las tecnologías de confección de vestuario y reparación de máquinas.",Respuesta_a,Respuesta_a
264476043,ECOEMS 2026,Formación Cívica y Ética,3,"Los representantes de la comunidad solicitaron ante la autoridad municipal y la compañía de energía eléctrica, la instalación de alumbrado público para fortalecer la seguridad de los habitantes. Mientras esperan que se atienda su solicitud, se han hecho varias propuestas. ¿Cuál de ellas refleja una toma de decisiones colectiva para atender la necesidad social que se describe?",Cada familia deberá adquirir lámparas de mano para utilizarlas cuando tengan necesidad de salir por la noche.,Colocar en la puerta de cada casa un foco ahorrador de energía y mantenerlo encendido durante las horas de mayor oscuridad.,"Por las noches, salir siempre acompañados por lo menos de una persona adulta y avisar a dónde se dirigen y a qué hora regresarán.",Organizar comités de vigilancia para hacer recorridos nocturnos y verificar que todo está en orden.,Respuesta_d,Respuesta_d
264476043,ECOEMS 2026,Formación Cívica y Ética,4,¿Cuál de las siguientes acciones favorece el bienestar social de las personas al mismo tiempo que atiende la equidad de género?,Se organizó un recorrido cultural por importantes zonas arqueológicas del país para estudiantes de secundaria que han mantenido un promedio igual o mayor que ocho.,Se obsequiaron bicicletas a estudiantes de comunidades que carecen de servicio de transporte e invierten más de 30 minutos de traslado a pie de su casa a la escuela.,Se otorgó una ayuda económica a las familias indígenas que se comprometen a que sus hijas acudan a la escuela en lugar de enviarlas a trabajar fuera de su comunidad.,"Se hizo un convenio con las escuelas de educación media, cercanas a la secundaria, para que den a conocer las ventajas de estudiar en ese nivel educativo.",Respuesta_c,Respuesta_c
264476043,ECOEMS 2026,Formación Cívica y Ética,5,"¿Cuál de estas situaciones es un ejemplo de toma de decisiones en la que se valoran alternativas, ventajas, desventajas posibilidades y riesgos?","Roberto, quien había ahorrado para comprar un obsequio, utilizará su dinero para comprar el tubo de ensayo que rompió al estar jugando en la clase de laboratorio de Química.",María no pudo terminar de ver una película que le encanta porque sus compañeros de equipo la esperan para ir a la biblioteca.,"Andrés gastó sus ahorros para comprarse una playera, el estilo no le agrada del todo, pero es la que está de moda.","Alejandra desea continuar sus estudios de educación media, por ello hizo una lista en orden de preferencia con los datos de las escuelas que le interesan.",Respuesta_d,Respuesta_d
264476043,ECOEMS 2026,Formación Cívica y Ética,6,¿Qué proyecto es conveniente impulsar para contribuir con equidad a la mejora del entorno social de una comunidad?,"La pavimentación de la avenida principal para dar una buena imagen a los visitantes, más adelante se puede continuar con las demás calles.",La construcción de un centro deportivo y cultural con áreas verdes para promover la convivencia familiar y vecinal.,La compra de una nueva bomba de agua que permita abastecer con mayor eficiencia a los vecinos que pagan puntualmente este servicio.,La puesta en marcha de un programa de descuento de multas y recargos para aquellos que no han pagado sus impuestos oportunamente.,Respuesta_d,Respuesta_b
264476043,ECOEMS 2026,Formación Cívica y Ética,7,¿Cuál de las siguientes situaciones evidencia un uso ilegal de sustancias adictivas?,"Para mitigar temporalmente los dolores que le provoca el cáncer, la enfermera debe administrar cada vez una dosis mayor de morfina al paciente que lleva varios días hospitalizado.","Para el festejo de la empresa se acordó servir, a quien lo desee, sólo dos copas con bebida embriagante, pero uno de los empleados convenció a sus amigos para que le cedan sus bebidas.","Con la finalidad de ayudar a su papá para que disminuya la cantidad de tabaco que consume, le deja cerca de la cajetilla de cigarros imágenes de partes del cuerpo dañadas por el cigarrillo.","Un adulto hizo amistad con un adolescente; en un principio le regaló una sustancia que al consumirla le provocaba entusiasmo, ahora se la vende a un alto costo y lo amenaza.",Respuesta_d,Respuesta_d
264476043,ECOEMS 2026,Formación Cívica y Ética,8,"Son acciones en favor de la salud reproductiva de los adolescentes, excepto:",Indicar que quienes no hayan cumplido la mayoría de edad deben acudir en compañía de una persona adulta para poder brindarles información sobre métodos anticonceptivos.,"Facilitar orientación y acceso gratuito o a bajo costo para la adquisición de métodos anticonceptivos, tanto en consultorios o clínicas de salud pública como en farmacias.","Brindar información en materia de sexualidad confiable, actualizada y en instituciones públicas y privadas, tanto educativas como de salud.",Informar acerca de sus derechos y de los métodos que están a su alcance para cuidar su bienestar en todas las dimensiones de su actividad sexual.,Respuesta_d,Respuesta_a
264476043,ECOEMS 2026,Formación Cívica y Ética,9,"Mariana tiene 17 años y es mamá, aunque no estaba en sus planes: ""Fue una experiencia bastante dura tener una hija a los 15 años sin saber nada"", recuerda. Y, en verdad las cosas no fueron fáciles para ella. ""Durante el embarazo tuve un techo y tenía para alimentarme, pero después, cuando nació mi hija, a veces no tenía [dinero] para los pañales o para la leche y algunas veces tuve que elegir: comía mi hija y yo no""... Por lo que se narra en el texto se infiere que la razón por la que Mariana fue madre a los 15 años es que:",Amaba a su pareja y juntos planearon ser madre y padre.,Pensó que ser madre joven le permitiría disfrutar de su hijo o hija como amiga.,No contó con la orientación para prevenir un embarazo ni consideró sus planes futuros.,Confiaba en el apoyo que le brindaría su familia para ayudarla a criar y educar a su hija.,Respuesta_c,Respuesta_c
264476043,ECOEMS 2026,Formación Cívica y Ética,10,¿En cuál de los siguientes casos se actúa asertivamente y se fortalece la autoestima?,"Aunque Rocío y Andrea tienen gustos e intereses diferentes, piensan que tener un novio guapísimo les dará mayor prestigio entre sus amigas.",Javier y Verónica están convencidos de que antes que se genere un problema deben aclarar los malos entendidos y acordar nuevas reglas de convivencia.,"Cuando Elena le ha dicho a su pareja que prefiere terminar la relación recibe empujones, pero después la trata cariñosamente.","Para no tener problemas, José prefiere no comentar con su pareja que no le agrada ver ese tipo de películas ni pasarse tanto tiempo frente a los videojuegos.",Respuesta_d,Respuesta_b
264476043,ECOEMS 2026,Formación Cívica y Ética,11,"Rocío cursa el tercer año de secundaria, y para cuando sea adulta planea trabajar en el diseño de robots. En la actualidad, la situación económica de su familia es precaria, por lotanto piensa conseguir un empleo que le permita trabajar al mismo tiempo que estudia la educación media. Sabe que como adolescente debe contar con la autorización de sus padres, y que los posibles empleadores le tendrían que asignar un horario diurno. En fin, todavía tiene tiempo para seguir pensando, es más, sus amigos le dicen que está exagerando, que la vida hay que vivirla dia con dia... En este relato, Rocío da muestra de su conocimiento y valoración de:",Capacidades,Potencialidades,Aspiraciones,Decisiones,Respuesta_a,Respuesta_d
264476043,ECOEMS 2026,Formación Cívica y Ética,12,"Rocío cursa el tercer año de secundaria, y para cuando sea adulta planea trabajar en el diseño de robots. En la actualidad, la situación económica de su familia es precaria, por lotanto piensa conseguir un empleo que le permita trabajar al mismo tiempo que estudia la educación media. Sabe que como adolescente debe contar con la autorización de sus padres, y que los posibles empleadores le tendrían que asignar un horario diurno. En fin, todavía tiene tiempo para seguir pensando, es más, sus amigos le dicen que está exagerando, que la vida hay que vivirla dia con dia... Rocío tiene la posibilidad de concretar las metas que ha previsto porque:",Prevé alternativas para enfrentar dificultades.,Ha elegido una carrera que le permitirá tener un buen empleo.,Está dispuesta a trabajar para ayudar en los gastos familiares.,Sabe organizar su tiempo para hacer tareas y trabajar.,Respuesta_c,Respuesta_a
264476043,ECOEMS 2026,Formación Cívica y Ética,13,¿Cuál de las siguientes acciones muestra un estilo de vida sano más integral?,Consumir alimentos tres veces al día e incluir pequeños refrigerios de fruta.,"Realizar actividades al aire libre, preferentemente por las mañanas o tardes.",Compartir con la familia y las amistades actividades de lectura y recreación.,"Cuidar la alimentación y realizar actividades físicas, recreativas y de descanso.",Respuesta_d,Respuesta_d
264476043,ECOEMS 2026,Formación Cívica y Ética,14,¿Cuál de las siguientes situaciones muestra una decisión informada y apegada a principios éticos?,Lupita convenció a su mamá para que le autorice cortarse el cabello y teñirlo en un tono más claro que el natural.,"El diseño de los uniformes se hizo tomando en cuenta los gustos del equipo de basquetbol, además se cuidó que resultara fresco y cómodo.",Jorge no asistió a clases por estar enfermo. Sus compañeros de equipo lo visitan por las tardes para explicarle lo que han visto en clases.,María aprovecha la oferta: en la compra de una bolsa de frituras obsequian una bebida edulcorada y un recipiente decorado para contener alimentos.,Respuesta_c,Respuesta_b
264476043,ECOEMS 2026,Formación Cívica y Ética,15,¿En cuál de las siguientes situaciones se aprecia una actitud de responsabilidad personal en la participación colectiva?,El presidente de la Asociación de Padres de Familia decidió cuáles serán las mejoras que se harán este año en el plantel escolar.,El maestro elabora el reglamento de su grupo y lo da a conocer a sus estudiantes para que sepan cómo comportarse durante la clase.,Cada estudiante analizó las cualidades de los candidatos y emitió su voto para elegir al representante del grupo.,"El más popular del grupo pidió que le organizaran una reunión para festejar su cumpleaños, algunos no pueden asistir, pero no se atreven a comentarlo.",Respuesta_c,Respuesta_c
